TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,ExecutionRegion,StartHour,FinishHour,NetworkLatency_ms,Scheduled
40594,RealTimeInference,2386,2,365,High,RegionC,20,2393,2386,NonPreemptive,RegionB,2386.0,2392.0833333333335,14.0,True
40599,RealTimeInference,2395,4,50,High,RegionB,20,2396,2395,NonPreemptive,RegionB,2395.0,2395.8333333333335,5.0,True
40802,BatchInference,2383,16,255,Medium,RegionB,80,2406,2383,NonPreemptive,RegionE,2383.0,2387.25,74.0,True
40831,BatchInference,2394,17,355,Medium,RegionE,80,2406,2394,NonPreemptive,RegionF,2394.0,2399.9166666666665,18.0,True
40898,AITraining,2380,122,172,Low,RegionA,150,2406,2380,NonPreemptive,RegionF,2380.0,2382.866666666667,82.0,True
40966,BatchInference,2399,20,305,Medium,RegionB,80,2406,2399,NonPreemptive,RegionD,2399.0,2404.0833333333335,60.0,True
41146,AITraining,2394,57,103,Low,RegionF,150,2406,2394,NonPreemptive,RegionB,2394.0,2395.7166666666667,79.0,True
41247,RealTimeInference,2395,3,124,High,RegionA,20,2398,2395,NonPreemptive,RegionA,2395.0,2397.0666666666666,5.0,True
41298,RealTimeInference,2383,4,321,High,RegionA,20,2389,2383,NonPreemptive,RegionB,2383.0,2388.35,12.0,True
41348,AITraining,2377,71,345,Low,RegionE,150,2406,2377,NonPreemptive,RegionE,2377.0,2382.75,5.0,True
41410,AITraining,2391,23,394,Low,RegionB,150,2406,2391,NonPreemptive,RegionE,2391.0,2397.5666666666666,74.0,True
41413,AITraining,2377,54,252,Low,RegionE,150,2406,2377,NonPreemptive,RegionD,2377.0,2381.2,22.0,True
41451,RealTimeInference,2399,4,396,High,RegionA,20,2406,2399,NonPreemptive,RegionC,2399.0,2405.6,15.0,True
41513,RealTimeInference,2381,6,143,High,RegionC,20,2384,2381,NonPreemptive,RegionB,2381.0,2383.383333333333,14.0,True
41737,AITraining,2387,21,364,Low,RegionF,150,2406,2387,NonPreemptive,RegionE,2387.0,2393.0666666666666,18.0,True
41891,BatchInference,2385,15,159,Medium,RegionC,80,2406,2385,NonPreemptive,RegionF,2385.0,2387.65,76.0,True
41926,RealTimeInference,2376,6,221,High,RegionC,20,2380,2376,NonPreemptive,RegionC,2376.0,2379.6833333333334,5.0,True
41990,AITraining,2393,22,25,Low,RegionD,150,2406,2393,NonPreemptive,RegionB,2393.0,2393.4166666666665,60.0,True
42007,BatchInference,2388,21,164,Medium,RegionA,80,2406,2388,NonPreemptive,RegionE,2388.0,2390.733333333333,78.0,True
42018,AITraining,2394,64,214,Low,RegionF,150,2406,2394,NonPreemptive,RegionB,2394.0,2397.5666666666666,79.0,True
42169,AITraining,2376,58,356,Low,RegionF,150,2406,2376,NonPreemptive,RegionF,2376.0,2381.9333333333334,5.0,True
42220,RealTimeInference,2397,2,16,High,RegionB,20,2398,2397,NonPreemptive,RegionA,2397.0,2397.266666666667,12.0,True
42258,RealTimeInference,2394,6,164,High,RegionB,20,2397,2394,NonPreemptive,RegionB,2394.0,2396.733333333333,5.0,True
42499,AITraining,2381,71,366,Low,RegionB,150,2406,2381,NonPreemptive,RegionD,2381.0,2387.1,60.0,True
42578,AITraining,2399,37,235,Low,RegionC,150,2406,2399,NonPreemptive,RegionD,2399.0,2402.9166666666665,58.0,True
42642,RealTimeInference,2382,1,210,High,RegionC,20,2386,2382,NonPreemptive,RegionB,2382.0,2385.5,14.0,True
42663,BatchInference,2388,7,374,Medium,RegionA,80,2406,2388,NonPreemptive,RegionE,2388.0,2394.233333333333,78.0,True
42958,BatchInference,2395,19,361,Medium,RegionA,80,2406,2395,NonPreemptive,RegionE,2395.0,2401.016666666667,78.0,True
43032,RealTimeInference,2388,1,137,High,RegionB,20,2391,2388,NonPreemptive,RegionB,2388.0,2390.2833333333333,5.0,True
43047,RealTimeInference,2383,5,122,High,RegionB,20,2386,2383,NonPreemptive,RegionB,2383.0,2385.0333333333333,5.0,True
43153,AITraining,2385,36,79,Low,RegionF,150,2406,2385,NonPreemptive,RegionE,2385.0,2386.3166666666666,18.0,True
43240,RealTimeInference,2381,7,395,High,RegionA,20,2388,2381,NonPreemptive,RegionB,2381.0,2387.5833333333335,12.0,True
43266,AITraining,2388,103,59,Low,RegionA,150,2406,2388,NonPreemptive,RegionF,2388.0,2388.983333333333,82.0,True
43380,AITraining,2380,50,73,Low,RegionD,150,2406,2380,NonPreemptive,RegionD,2380.0,2381.2166666666667,5.0,True
43423,AITraining,2398,122,330,Low,RegionF,150,2406,2398,NonPreemptive,RegionD,2398.0,2403.5,25.0,True
43463,BatchInference,2388,10,80,Medium,RegionA,80,2406,2388,NonPreemptive,RegionE,2388.0,2389.3333333333335,78.0,True
43531,BatchInference,2393,18,148,Medium,RegionC,80,2406,2393,NonPreemptive,RegionC,2393.0,2395.4666666666667,5.0,True
43668,BatchInference,2380,19,170,Medium,RegionB,80,2406,2380,NonPreemptive,RegionD,2380.0,2382.8333333333335,60.0,True
43690,AITraining,2377,102,188,Low,RegionE,150,2406,2377,NonPreemptive,RegionD,2377.0,2380.133333333333,22.0,True
43786,BatchInference,2399,17,126,Medium,RegionB,80,2406,2399,NonPreemptive,RegionF,2399.0,2401.1,79.0,True
43953,BatchInference,2386,17,162,Medium,RegionE,80,2406,2386,NonPreemptive,RegionF,2386.0,2388.7,18.0,True
43993,BatchInference,2396,16,220,Medium,RegionE,80,2406,2396,NonPreemptive,RegionF,2396.0,2399.6666666666665,18.0,True
44279,RealTimeInference,2377,1,171,High,RegionB,20,2380,2377,NonPreemptive,RegionC,2377.0,2379.85,14.0,True
44439,BatchInference,2399,6,337,Medium,RegionE,80,2406,2399,NonPreemptive,RegionD,2399.0,2404.616666666667,22.0,True
44602,RealTimeInference,2393,4,340,High,RegionC,20,2399,2393,NonPreemptive,RegionA,2393.0,2398.6666666666665,15.0,True
44811,RealTimeInference,2392,2,334,High,RegionB,20,2398,2392,NonPreemptive,RegionA,2392.0,2397.5666666666666,12.0,True
44983,AITraining,2384,80,299,Low,RegionF,150,2406,2384,NonPreemptive,RegionD,2384.0,2388.983333333333,25.0,True
45061,RealTimeInference,2383,2,252,High,RegionC,20,2388,2383,NonPreemptive,RegionB,2383.0,2387.2,14.0,True
45156,BatchInference,2388,9,302,Medium,RegionA,80,2406,2388,NonPreemptive,RegionD,2388.0,2393.0333333333333,65.0,True
45172,AITraining,2380,73,140,Low,RegionE,150,2406,2380,NonPreemptive,RegionE,2380.0,2382.3333333333335,5.0,True
45363,RealTimeInference,2391,2,305,High,RegionC,20,2397,2391,NonPreemptive,RegionA,2391.0,2396.0833333333335,15.0,True
45404,AITraining,2380,74,135,Low,RegionF,150,2406,2380,NonPreemptive,RegionD,2380.0,2382.25,25.0,True
45529,RealTimeInference,2393,4,366,High,RegionA,20,2400,2393,NonPreemptive,RegionB,2393.0,2399.1,12.0,True
45583,BatchInference,2389,13,332,Medium,RegionB,80,2406,2389,NonPreemptive,RegionE,2389.0,2394.5333333333333,74.0,True
45584,BatchInference,2378,21,161,Medium,RegionC,80,2406,2378,NonPreemptive,RegionD,2378.0,2380.6833333333334,58.0,True
45731,BatchInference,2391,14,252,Medium,RegionE,80,2406,2391,NonPreemptive,RegionF,2391.0,2395.2,18.0,True
45742,BatchInference,2385,20,382,Medium,RegionC,80,2406,2385,NonPreemptive,RegionD,2385.0,2391.366666666667,58.0,True
45743,RealTimeInference,2377,2,392,High,RegionB,20,2384,2377,NonPreemptive,RegionC,2377.0,2383.5333333333333,14.0,True
45771,AITraining,2383,77,277,Low,RegionF,150,2406,2383,NonPreemptive,RegionD,2383.0,2387.616666666667,25.0,True
45879,RealTimeInference,2383,3,263,High,RegionB,20,2388,2383,NonPreemptive,RegionB,2383.0,2387.383333333333,5.0,True
45887,BatchInference,2394,10,326,Medium,RegionD,80,2406,2394,NonPreemptive,RegionF,2394.0,2399.4333333333334,25.0,True
45986,BatchInference,2395,20,251,Medium,RegionD,80,2406,2395,NonPreemptive,RegionF,2395.0,2399.1833333333334,25.0,True
46011,AITraining,2395,66,118,Low,RegionE,150,2406,2395,NonPreemptive,RegionB,2395.0,2396.9666666666667,74.0,True
46028,BatchInference,2397,22,67,Medium,RegionA,80,2406,2397,NonPreemptive,RegionE,2397.0,2398.116666666667,78.0,True
46184,AITraining,2396,99,390,Low,RegionF,150,2406,2396,NonPreemptive,RegionD,2396.0,2402.5,25.0,True
46192,AITraining,2386,113,198,Low,RegionB,150,2406,2386,NonPreemptive,RegionF,2386.0,2389.3,79.0,True
46280,AITraining,2381,76,348,Low,RegionE,150,2406,2381,NonPreemptive,RegionD,2381.0,2386.8,22.0,True
46424,AITraining,2390,120,364,Low,RegionD,150,2406,2390,NonPreemptive,RegionD,2390.0,2396.0666666666666,5.0,True
46582,AITraining,2384,33,63,Low,RegionE,150,2406,2384,NonPreemptive,RegionE,2384.0,2385.05,5.0,True
46688,AITraining,2378,50,28,Low,RegionE,150,2406,2378,NonPreemptive,RegionD,2378.0,2378.4666666666667,22.0,True
46818,BatchInference,2397,16,170,Medium,RegionC,80,2406,2397,NonPreemptive,RegionF,2397.0,2399.8333333333335,76.0,True
46823,AITraining,2398,109,179,Low,RegionD,150,2406,2398,NonPreemptive,RegionE,2398.0,2400.983333333333,22.0,True
46875,BatchInference,2385,18,370,Medium,RegionB,80,2406,2385,NonPreemptive,RegionD,2385.0,2391.1666666666665,60.0,True
46876,RealTimeInference,2380,3,171,High,RegionB,20,2383,2380,NonPreemptive,RegionB,2380.0,2382.85,5.0,True
46942,BatchInference,2399,11,342,Medium,RegionC,80,2406,2399,NonPreemptive,RegionD,2399.0,2404.7,58.0,True
47013,AITraining,2389,67,10,Low,RegionD,150,2406,2389,NonPreemptive,RegionE,2389.0,2389.1666666666665,22.0,True
47090,AITraining,2392,98,313,Low,RegionF,150,2406,2392,NonPreemptive,RegionD,2392.0,2397.2166666666667,25.0,True
47260,RealTimeInference,2395,3,209,High,RegionD,20,2399,2395,NonPreemptive,RegionD,2395.0,2398.483333333333,5.0,True
47419,AITraining,2382,67,135,Low,RegionC,150,2406,2382,NonPreemptive,RegionF,2382.0,2384.25,76.0,True
47435,AITraining,2397,28,391,Low,RegionE,150,2406,2397,NonPreemptive,RegionD,2397.0,2403.516666666667,22.0,True
47509,AITraining,2381,71,158,Low,RegionF,150,2406,2381,NonPreemptive,RegionD,2381.0,2383.633333333333,25.0,True
47613,BatchInference,2380,22,320,Medium,RegionD,80,2406,2380,NonPreemptive,RegionF,2380.0,2385.3333333333335,25.0,True
47787,BatchInference,2392,8,193,Medium,RegionB,80,2406,2392,NonPreemptive,RegionF,2392.0,2395.2166666666667,79.0,True
47967,BatchInference,2390,20,191,Medium,RegionD,80,2406,2390,NonPreemptive,RegionE,2390.0,2393.1833333333334,22.0,True
47993,RealTimeInference,2377,4,88,High,RegionC,20,2379,2377,NonPreemptive,RegionC,2377.0,2378.4666666666667,5.0,True
47997,RealTimeInference,2384,6,244,High,RegionA,20,2389,2384,NonPreemptive,RegionB,2384.0,2388.0666666666666,12.0,True
48004,RealTimeInference,2389,6,50,High,RegionA,20,2390,2389,NonPreemptive,RegionA,2389.0,2389.8333333333335,5.0,True
48007,RealTimeInference,2386,2,256,High,RegionC,20,2391,2386,NonPreemptive,RegionB,2386.0,2390.266666666667,14.0,True
48396,RealTimeInference,2386,2,161,High,RegionA,20,2389,2386,NonPreemptive,RegionB,2386.0,2388.6833333333334,12.0,True
48528,AITraining,2398,36,91,Low,RegionD,150,2406,2398,NonPreemptive,RegionF,2398.0,2399.516666666667,25.0,True
48579,AITraining,2399,119,150,Low,RegionF,150,2406,2399,NonPreemptive,RegionE,2399.0,2401.5,18.0,True
48651,BatchInference,2393,14,74,Medium,RegionF,80,2406,2393,NonPreemptive,RegionE,2393.0,2394.233333333333,18.0,True
48837,AITraining,2396,23,231,Low,RegionD,150,2406,2396,NonPreemptive,RegionF,2396.0,2399.85,25.0,True
49049,RealTimeInference,2377,3,98,High,RegionB,20,2379,2377,NonPreemptive,RegionC,2377.0,2378.633333333333,14.0,True
49227,RealTimeInference,2396,3,315,High,RegionC,20,2402,2396,NonPreemptive,RegionC,2396.0,2401.25,5.0,True
49336,BatchInference,2382,8,325,Medium,RegionB,80,2406,2382,NonPreemptive,RegionD,2382.0,2387.4166666666665,60.0,True
49525,BatchInference,2399,16,187,Medium,RegionB,80,2406,2399,NonPreemptive,RegionF,2399.0,2402.116666666667,79.0,True
49550,AITraining,2397,120,120,Low,RegionA,150,2406,2397,NonPreemptive,RegionD,2397.0,2399.0,65.0,True
49575,AITraining,2397,27,193,Low,RegionF,150,2406,2397,NonPreemptive,RegionE,2397.0,2400.2166666666667,18.0,True
49609,AITraining,2397,38,70,Low,RegionA,150,2406,2397,NonPreemptive,RegionD,2397.0,2398.1666666666665,65.0,True
49617,RealTimeInference,2395,3,256,High,RegionA,20,2400,2395,NonPreemptive,RegionB,2395.0,2399.266666666667,12.0,True
49640,AITraining,2395,54,243,Low,RegionE,150,2406,2395,NonPreemptive,RegionE,2395.0,2399.05,5.0,True
49684,RealTimeInference,2391,1,105,High,RegionB,20,2393,2391,NonPreemptive,RegionA,2391.0,2392.75,12.0,True
49940,RealTimeInference,2376,6,93,High,RegionB,20,2378,2376,NonPreemptive,RegionB,2376.0,2377.55,5.0,True
49968,AITraining,2384,120,232,Low,RegionE,150,2406,2384,NonPreemptive,RegionD,2384.0,2387.866666666667,22.0,True
